   Time             I(L1)             V0              
 9.964000000E-003  1.316525507E+001  2.698084543E+002 
 9.965000000E-003  1.326291121E+001  2.694740760E+002 
 9.966000000E-003  1.336056736E+001  2.691401122E+002 
 9.967000000E-003  1.345822351E+001  2.688065622E+002 
 9.968000000E-003  1.355587965E+001  2.684734256E+002 
 9.969000000E-003  1.365353579E+001  2.681407019E+002 
 9.970000000E-003  1.368138713E+001  2.680935826E+002 
 9.971000000E-003  1.356929192E+001  2.686104760E+002 
 9.972000000E-003  1.345689646E+001  2.691216275E+002 
 9.973000000E-003  1.334410466E+001  2.696251127E+002 
 9.974000000E-003  1.323092252E+001  2.701209167E+002 
 9.975000000E-003  1.311735603E+001  2.706090247E+002 
 9.976000000E-003  1.300341122E+001  2.710894224E+002 
 9.977000000E-003  1.288909412E+001  2.715620961E+002 
 9.978000000E-003  1.277441077E+001  2.720270321E+002 
 9.979000000E-003  1.265936721E+001  2.724842173E+002 
 9.980000000E-003  1.254396951E+001  2.729336392E+002 
 9.981000000E-003  1.242822374E+001  2.733752853E+002 
 9.982000000E-003  1.231213598E+001  2.738091438E+002 
 9.983000000E-003  1.219571231E+001  2.742352031E+002 
 9.984000000E-003  1.207895883E+001  2.746534521E+002 
 9.985000000E-003  1.196188166E+001  2.750638801E+002 
 9.986000000E-003  1.184448689E+001  2.754664767E+002 
 9.987000000E-003  1.172678067E+001  2.758612320E+002 
 9.988000000E-003  1.160876910E+001  2.762481365E+002 
 9.989000000E-003  1.149045834E+001  2.766271810E+002 
 9.990000000E-003  1.137185453E+001  2.769983568E+002 
 9.991000000E-003  1.125296381E+001  2.773616554E+002 
 9.992000000E-003  1.113379234E+001  2.777170690E+002 
 9.993000000E-003  1.101434630E+001  2.780645899E+002 
 9.994000000E-003  1.089463184E+001  2.784042110E+002 
 9.995000000E-003  1.077465514E+001  2.787359254E+002 
 9.996000000E-003  1.065442237E+001  2.790597269E+002 
 9.997000000E-003  1.053393974E+001  2.793756094E+002 
 9.998000000E-003  1.041321342E+001  2.796835673E+002 
 9.999000000E-003  1.029224960E+001  2.799835955E+002 
 1.000000000E-002  1.017105449E+001  2.802756890E+002 
